id,segment,RID,delivery type,class,sub-class,no of items,location,departure city,departure state,address code,placement date,delivery date,price,discount,profit
1596,Consumer,6430,Standard Class,kariox,laptop,2,South,Jacksonville,North Carolina,28540,01-11-2018,01-11-2018,25.984,0.2,-1.624
1597,Consumer,6267,Standard Class,kariox,phone,9,South,Nashville,Tennessee,37211,01-11-2018,01-11-2018,143.856,0.2,48.5514
1598,Consumer,7561,Standard Class,qexty,shorts,6,East,Long Beach,New York,11561,01-11-2018,01-11-2018,31.68,0,9.8208
1599,Consumer,7560,Standard Class,kariox,phone,3,East,Long Beach,New York,11561,01-11-2018,01-11-2018,167.94,0,82.2906
1600,Consumer,7559,Standard Class,kariox,battery,3,East,Long Beach,New York,11561,01-11-2018,01-11-2018,533.94,0,154.8426
1601,Home Office,5897,Standard Class,kariox,phone,5,West,Los Angeles,California,90049,01-11-2018,01-11-2018,21.4,0,9.63
1602,Home Office,5896,Standard Class,kariox,tablet,3,West,Los Angeles,California,90049,01-11-2018,01-11-2018,44.4,0,22.2
1603,Home Office,4446,Standard Class,kariox,phone,6,Central,Bloomington,Indiana,47401,01-11-2018,01-11-2018,31.68,0,14.256
1604,Corporate,4828,Standard Class,kariox,laptop,2,South,Richmond,Kentucky,40475,01-11-2018,01-11-2018,69.52,0,19.4656
1605,Corporate,8389,Standard Class,kariox,battery,2,East,Orange,New Jersey,7050,01-11-2018,01-11-2018,76.12,0,22.0748
1606,Corporate,4159,Standard Class,kariox,phone,3,Central,Chicago,Illinois,60610,01-11-2018,01-11-2018,15.696,0.2,5.1012
1607,Corporate,4068,Standard Class,kariox,tablet,12,South,Charlotte,North Carolina,28205,01-11-2018,01-11-2018,47.808,0.2,15.5376
1608,Corporate,4067,Standard Class,kariox,television,3,South,Charlotte,North Carolina,28205,01-11-2018,01-11-2018,10.272,0.2,0.8988
1609,Corporate,4066,Standard Class,kariox,lighting,5,South,Charlotte,North Carolina,28205,01-11-2018,01-11-2018,7.52,0.2,1.41
1610,Consumer,2833,Standard Class,fynota,colddrinks,3,West,Portland,Oregon,97206,01-11-2018,01-11-2018,155.976,0.2,54.5916
1611,Consumer,2832,Standard Class,kariox,laptop,5,West,Portland,Oregon,97206,01-11-2018,01-11-2018,443.92,0.2,-94.333
1612,Consumer,807,Standard Class,fynota,colddrinks,4,West,Denver,Colorado,80219,01-11-2018,01-11-2018,1983.968,0.2,247.996
1613,Consumer,806,Standard Class,kariox,television,3,West,Denver,Colorado,80219,01-11-2018,01-11-2018,43.176,0.2,4.3176
1614,Corporate,4069,Standard Class,fynota,colddrinks,9,South,Charlotte,North Carolina,28205,01-11-2018,01-11-2018,978.84,0.2,110.1195
1615,Corporate,9869,First Class,qexty,shorts,2,East,Mason,Ohio,45040,01-11-2018,01-11-2018,68.704,0.2,16.3172
1616,Corporate,9870,First Class,kariox,headset,2,East,Mason,Ohio,45040,01-11-2018,01-11-2018,3.132,0.7,-2.61
1617,Corporate,9871,First Class,kariox,headset,3,East,Mason,Ohio,45040,01-11-2018,01-11-2018,22.428,0.7,-17.9424
1618,Consumer,6266,Standard Class,kariox,phone,2,South,Nashville,Tennessee,37211,01-11-2018,01-11-2018,3.488,0.2,1.1772
1619,Consumer,5706,Standard Class,kariox,charger,3,East,Fairfield,Connecticut,6824,01-11-2018,01-11-2018,11.64,0,3.3756
1620,Consumer,4761,Standard Class,kariox,headset,2,East,New York City,New York,10009,01-11-2018,01-11-2018,7.856,0.2,2.8478
1621,Consumer,4760,Standard Class,kariox,headset,2,East,New York City,New York,10009,01-11-2018,01-11-2018,48.896,0.2,18.336
1622,Consumer,4759,Standard Class,fynota,colddrinks,4,East,New York City,New York,10009,01-11-2018,01-11-2018,783.96,0,219.5088
1623,Consumer,3991,Standard Class,kariox,charger,3,East,Lancaster,Pennsylvania,17602,01-11-2018,01-11-2018,286.344,0.2,-64.4274
1624,Corporate,7578,Second Class,fynota,colddrinks,1,West,Seattle,Washington,98115,01-11-2018,01-11-2018,52.792,0.2,4.6193
1625,Corporate,7577,Second Class,fynota,chocolates,2,West,Seattle,Washington,98115,01-11-2018,01-11-2018,41.94,0,15.0984
1626,Consumer,7508,Standard Class,kariox,laptop,2,West,San Francisco,California,94122,01-11-2018,01-11-2018,362.92,0,105.2468
1627,Consumer,7507,Standard Class,fynota,colddrinks,2,West,San Francisco,California,94122,01-11-2018,01-11-2018,46.384,0.2,5.2182
1628,Home Office,7277,Standard Class,fynota,chocolates,10,South,Fort Lauderdale,Florida,33311,01-11-2018,01-11-2018,799.92,0.2,239.976
1629,Consumer,6504,Standard Class,kariox,headset,3,East,Medina,Ohio,44256,01-11-2018,01-11-2018,19.242,0.7,-13.4694
1630,Consumer,6503,Standard Class,fynota,colddrinks,7,East,Medina,Ohio,44256,01-11-2018,01-11-2018,50.232,0.4,-10.0464
1631,Consumer,6502,Standard Class,fynota,colddrinks,6,East,Medina,Ohio,44256,01-11-2018,01-11-2018,539.964,0.4,-107.9928
1632,Consumer,6228,Standard Class,fynota,colddrinks,3,Central,Irving,Texas,75061,01-11-2018,01-11-2018,88.776,0.2,7.7679
1633,Consumer,4525,Standard Class,qexty,shorts,6,East,New York City,New York,10024,01-11-2018,01-11-2018,89.34,0,24.1218
1634,Consumer,4524,Standard Class,kariox,tablet,7,East,New York City,New York,10024,01-11-2018,01-11-2018,34.86,0,16.0356
1635,Consumer,4833,Standard Class,kariox,laptop,2,Central,Wausau,Wisconsin,54401,01-11-2018,01-11-2018,22.58,0,5.8708
1636,Consumer,4834,Standard Class,kariox,headset,3,Central,Wausau,Wisconsin,54401,01-11-2018,01-11-2018,12.39,0,5.8233
1637,Corporate,4829,Standard Class,kariox,television,3,South,Richmond,Kentucky,40475,01-11-2018,01-11-2018,5.64,0,1.6356
1638,Corporate,6982,First Class,kariox,phone,3,East,New York City,New York,10024,01-11-2018,01-11-2018,30.18,0,13.8828
1639,Corporate,5554,Standard Class,kariox,phone,7,Central,Houston,Texas,77036,01-11-2018,01-11-2018,36.288,0.2,12.7008
1640,Corporate,5553,Standard Class,fynota,chocolates,3,Central,Houston,Texas,77036,01-11-2018,01-11-2018,79.512,0.2,20.8719
1641,Corporate,5552,Standard Class,kariox,charger,6,Central,Houston,Texas,77036,01-11-2018,01-11-2018,16.656,0.2,-3.123
1642,Corporate,5551,Standard Class,kariox,television,1,Central,Houston,Texas,77036,01-11-2018,01-11-2018,2.672,0.2,0.334
1643,Corporate,3966,Second Class,kariox,television,3,South,Asheville,North Carolina,28806,01-11-2018,01-11-2018,7.872,0.2,0.8856
1644,Consumer,2414,Standard Class,qexty,hoodies,3,West,Los Angeles,California,90045,01-11-2018,01-11-2018,629.064,0.2,31.4532
1645,Consumer,2413,Standard Class,kariox,phone,2,West,Los Angeles,California,90045,01-11-2018,01-11-2018,11.96,0,5.8604
1646,Corporate,5555,Standard Class,qexty,pants,1,Central,Houston,Texas,77036,01-11-2018,01-11-2018,67.9932,0.32,-12.9987
1647,Consumer,1863,Same Day,kariox,laptop,4,Central,San Antonio,Texas,78207,01-11-2018,01-11-2018,49.632,0.2,4.9632
1648,Home Office,9958,Standard Class,kariox,phone,4,East,New Rochelle,New York,10801,01-11-2018,01-11-2018,223.92,0,109.7208
1649,Home Office,9957,Standard Class,kariox,phone,5,East,New Rochelle,New York,10801,01-11-2018,01-11-2018,46.35,0,21.7845
1650,Consumer,9749,Standard Class,qexty,tshirts,4,Central,Chicago,Illinois,60653,01-11-2018,01-11-2018,797.944,0.3,-56.996
1651,Consumer,9748,Standard Class,qexty,shorts,2,Central,Chicago,Illinois,60653,01-11-2018,01-11-2018,10.984,0.6,-7.9634
1652,Corporate,9616,First Class,kariox,headset,2,West,Seattle,Washington,98115,01-11-2018,01-11-2018,2033.584,0.2,762.594
1653,Corporate,9615,First Class,fynota,chocolates,7,West,Seattle,Washington,98115,01-11-2018,01-11-2018,102.13,0,15.3195
1654,Corporate,9614,First Class,kariox,battery,1,West,Seattle,Washington,98115,01-11-2018,01-11-2018,22.98,0,6.894
1655,Home Office,9959,Standard Class,kariox,charger,2,East,New Rochelle,New York,10801,01-11-2018,01-11-2018,7.3,0,2.19
1656,Home Office,5964,Second Class,kariox,phone,4,West,Los Angeles,California,90004,01-11-2018,01-11-2018,123.92,0,55.764
1657,Consumer,9904,Standard Class,qexty,shorts,3,Central,Carrollton,Texas,75007,01-11-2018,01-11-2018,25.128,0.6,-6.9102
1658,Consumer,2210,Second Class,fynota,colddrinks,7,East,Fairfield,Connecticut,6824,01-11-2018,01-11-2018,832.93,0,233.2204
1659,Corporate,6981,First Class,kariox,lighting,4,East,New York City,New York,10024,01-11-2018,01-11-2018,5.92,0,2.8416
1660,Home Office,3781,Standard Class,fynota,colddrinks,2,Central,Manhattan,Kansas,66502,01-11-2018,01-11-2018,273.96,0,10.9584
1661,Corporate,8946,Second Class,kariox,charger,3,West,San Francisco,California,94110,01-11-2018,01-11-2018,10.95,0,3.285
1662,Consumer,5020,First Class,kariox,charger,2,West,Los Angeles,California,90008,01-11-2018,01-11-2018,20.46,0,5.3196
1663,Consumer,5019,First Class,fynota,chocolates,3,West,Los Angeles,California,90008,01-11-2018,01-11-2018,772.47,0,146.7693
1664,Consumer,5018,First Class,qexty,shorts,3,West,Los Angeles,California,90008,01-11-2018,01-11-2018,10.11,0,3.2352
1665,Consumer,2011,Standard Class,kariox,phone,4,South,Johnson City,Tennessee,37604,01-11-2018,01-11-2018,24.896,0.2,7.78
1666,Consumer,9905,Standard Class,fynota,chocolates,2,Central,Carrollton,Texas,75007,01-11-2018,01-11-2018,127.984,0.2,25.5968
1667,Consumer,2010,Standard Class,kariox,battery,2,South,Johnson City,Tennessee,37604,01-11-2018,01-11-2018,333.056,0.2,29.1424
1668,Consumer,8341,Standard Class,kariox,phone,5,South,Chesapeake,Virginia,23320,01-11-2018,01-11-2018,32.4,0,15.552
1669,Home Office,4282,Standard Class,qexty,tshirts,2,East,New York City,New York,10011,01-11-2018,01-11-2018,69.264,0.1,14.6224
1670,Home Office,4281,Standard Class,kariox,phone,2,East,New York City,New York,10011,01-11-2018,01-11-2018,11.36,0,5.2256
1671,Corporate,3261,First Class,kariox,phone,4,Central,Pasadena,Texas,77506,01-11-2018,01-11-2018,20.736,0.2,7.2576
1672,Consumer,2302,Standard Class,kariox,headset,4,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,11.52,0,5.6448
1673,Consumer,2301,Standard Class,kariox,headset,3,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,12.72,0,6.36
1674,Consumer,2211,Second Class,kariox,headset,10,East,Fairfield,Connecticut,6824,01-11-2018,01-11-2018,43.8,0,21.024
1675,Consumer,2009,Standard Class,kariox,television,3,South,Johnson City,Tennessee,37604,01-11-2018,01-11-2018,4.224,0.2,0.4752
1676,Home Office,5963,Second Class,kariox,battery,2,West,Los Angeles,California,90004,01-11-2018,01-11-2018,7.78,0,2.0228
1677,Consumer,2517,Standard Class,kariox,watch,9,Central,Houston,Texas,77095,01-11-2018,01-11-2018,604.656,0.2,204.0714
1678,Corporate,5956,Second Class,qexty,pants,4,East,Reading,Pennsylvania,19601,01-11-2018,01-11-2018,521.96,0.5,-250.5408
1679,Consumer,3208,Standard Class,kariox,tablet,8,West,San Diego,California,92037,01-11-2018,01-11-2018,39.84,0,18.3264
1680,Consumer,3207,Standard Class,qexty,shorts,5,West,San Diego,California,92037,01-11-2018,01-11-2018,53.2,0,14.896
1681,Consumer,3206,Standard Class,kariox,phone,8,West,San Diego,California,92037,01-11-2018,01-11-2018,62.24,0,28.008
1682,Consumer,3205,Standard Class,qexty,shorts,2,West,San Diego,California,92037,01-11-2018,01-11-2018,39.88,0,11.1664
1683,Consumer,3204,Standard Class,fynota,chocolates,1,West,San Diego,California,92037,01-11-2018,01-11-2018,10.99,0,4.2861
1684,Consumer,3203,Standard Class,fynota,colddrinks,8,West,San Diego,California,92037,01-11-2018,01-11-2018,601.536,0.2,60.1536
1685,Home Office,8138,Standard Class,qexty,shorts,9,East,New York City,New York,10035,01-11-2018,01-11-2018,56.52,0,21.4776
1686,Consumer,5165,Standard Class,kariox,television,2,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,3.9,0,1.521
1687,Consumer,477,Second Class,kariox,phone,5,West,San Francisco,California,94110,01-11-2018,01-11-2018,94.85,0,45.528
1688,Consumer,475,Second Class,kariox,laptop,6,West,San Francisco,California,94110,01-11-2018,01-11-2018,92.52,0,24.9804
1689,Consumer,474,Second Class,fynota,colddrinks,4,West,San Francisco,California,94110,01-11-2018,01-11-2018,703.968,0.2,87.996
1690,Consumer,473,Second Class,qexty,pants,2,West,San Francisco,California,94110,01-11-2018,01-11-2018,222.666,0.15,10.4784
1691,Consumer,5766,Standard Class,fynota,colddrinks,3,West,Redding,California,96003,01-11-2018,01-11-2018,333.576,0.2,25.0182
1692,Consumer,9811,Second Class,kariox,television,4,West,Portland,Oregon,97206,01-11-2018,01-11-2018,120.768,0.2,9.0576
1693,Home Office,5962,Second Class,fynota,colddrinks,9,West,Los Angeles,California,90004,01-11-2018,01-11-2018,575.928,0.2,57.5928
1694,Consumer,9810,Second Class,kariox,phone,5,West,Portland,Oregon,97206,01-11-2018,01-11-2018,25.92,0.2,9.072
1695,Consumer,476,Second Class,kariox,phone,7,West,San Francisco,California,94110,01-11-2018,01-11-2018,62.65,0,28.819
1696,Consumer,5166,Standard Class,kariox,phone,3,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,12.84,0,5.778
1697,Consumer,472,Second Class,kariox,laptop,3,West,San Francisco,California,94110,01-11-2018,01-11-2018,340.92,0,3.4092
1698,Consumer,5168,Standard Class,qexty,tshirts,3,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,563.94,0,112.788
1699,Consumer,5167,Standard Class,kariox,phone,3,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,15.84,0,7.128
1700,Consumer,5779,Standard Class,kariox,television,3,West,Los Angeles,California,90008,01-11-2018,01-11-2018,30.48,0,7.9248
1701,Consumer,3330,Standard Class,fynota,colddrinks,2,Central,Houston,Texas,77095,01-11-2018,01-11-2018,148.48,0.2,16.704
1702,Consumer,3329,Standard Class,kariox,phone,8,Central,Houston,Texas,77095,01-11-2018,01-11-2018,262.336,0.2,95.0968
1703,Corporate,5955,Second Class,qexty,shorts,2,East,Reading,Pennsylvania,19601,01-11-2018,01-11-2018,23.968,0.2,7.7896
1704,Consumer,3328,Standard Class,kariox,phone,5,Central,Houston,Texas,77095,01-11-2018,01-11-2018,21.72,0.2,7.8735
1705,Consumer,3327,Standard Class,kariox,television,3,Central,Houston,Texas,77095,01-11-2018,01-11-2018,67.56,0.2,6.756
1706,Consumer,3331,Standard Class,fynota,colddrinks,3,Central,Houston,Texas,77095,01-11-2018,01-11-2018,241.176,0.2,15.0735
1707,Consumer,5780,Standard Class,qexty,tshirts,1,West,Los Angeles,California,90008,01-11-2018,01-11-2018,112.648,0.2,11.2648
1708,Consumer,3325,Standard Class,kariox,headset,5,Central,Houston,Texas,77095,01-11-2018,01-11-2018,896.99,0.8,-1480.0335
1709,Consumer,984,Second Class,qexty,tshirts,5,West,Louisville,Colorado,80027,01-11-2018,01-11-2018,603.92,0.2,75.49
1710,Consumer,983,Second Class,fynota,colddrinks,2,West,Louisville,Colorado,80027,01-11-2018,01-11-2018,559.984,0.2,55.9984
1711,Consumer,982,Second Class,kariox,television,1,West,Louisville,Colorado,80027,01-11-2018,01-11-2018,3.392,0.2,0.8056
1712,Consumer,17,Standard Class,kariox,laptop,6,Central,Madison,Wisconsin,53711,01-11-2018,01-11-2018,665.88,0,13.3176
1713,Consumer,5170,Standard Class,kariox,laptop,3,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,535.41,0,160.623
1714,Consumer,3326,Standard Class,kariox,headset,1,Central,Houston,Texas,77095,01-11-2018,01-11-2018,1.234,0.8,-1.9744
1715,Consumer,5169,Standard Class,kariox,laptop,3,Central,Midland,Michigan,48640,01-11-2018,01-11-2018,62.94,0,11.9586
1716,Corporate,1267,Standard Class,kariox,laptop,1,West,Los Angeles,California,90045,01-12-2018,01-12-2018,142.86,0,41.4294
1717,Consumer,669,First Class,qexty,shorts,5,East,Cleveland,Ohio,44105,01-12-2018,01-12-2018,30.36,0.2,8.7285
1718,Consumer,403,First Class,kariox,phone,2,South,Miami,Florida,33180,01-12-2018,01-12-2018,9.568,0.2,3.4684
1719,Corporate,8805,First Class,kariox,tablet,3,East,New York City,New York,10035,01-12-2018,01-01-2019,18.9,0,8.694
1720,Consumer,9383,Second Class,kariox,television,1,South,Tampa,Florida,33614,01-12-2018,01-12-2018,1.344,0.2,0.504
1721,Consumer,9382,Second Class,kariox,laptop,2,South,Tampa,Florida,33614,01-12-2018,01-12-2018,424.272,0.2,-10.6068
1722,Consumer,6917,Standard Class,kariox,phone,4,Central,Chicago,Illinois,60623,01-12-2018,01-12-2018,124.032,0.2,44.9616
1723,Consumer,9380,Second Class,kariox,phone,3,South,Tampa,Florida,33614,01-12-2018,01-12-2018,45.528,0.2,15.9348
1724,Corporate,7005,Standard Class,kariox,phone,1,Central,Port Arthur,Texas,77642,01-12-2018,01-12-2018,5.184,0.2,1.8144
1725,Corporate,3980,Standard Class,qexty,hoodies,2,East,New York City,New York,10024,01-12-2018,01-12-2018,53.316,0.4,-19.5492
1726,Consumer,3213,Standard Class,kariox,battery,11,Central,Richmond,Indiana,47374,01-12-2018,01-12-2018,207.24,0,58.0272
1727,Corporate,1268,Standard Class,qexty,tshirts,6,West,Los Angeles,California,90045,01-12-2018,01-12-2018,292.272,0.2,18.267
1728,Home Office,9724,Standard Class,kariox,headset,13,East,New York City,New York,10011,01-12-2018,01-12-2018,296.712,0.2,100.1403
1729,Consumer,9381,Second Class,qexty,tshirts,1,South,Tampa,Florida,33614,01-12-2018,01-12-2018,64.784,0.2,6.4784
1730,Corporate,3981,Standard Class,kariox,battery,3,East,New York City,New York,10024,01-12-2018,01-12-2018,56.52,0,15.8256
1731,Consumer,8949,First Class,kariox,battery,1,West,San Diego,California,92037,01-12-2018,01-12-2018,13.97,0,3.6322
1732,Home Office,4505,Standard Class,kariox,battery,2,West,Los Angeles,California,90045,01-12-2018,01-12-2018,361.96,0,101.3488
1733,Consumer,3294,Standard Class,qexty,shorts,2,West,San Diego,California,92024,01-12-2018,01-12-2018,3.48,0,1.1136
1734,Consumer,3293,Standard Class,kariox,charger,3,West,San Diego,California,92024,01-12-2018,01-12-2018,11.91,0,0.1191
1735,Consumer,6916,Standard Class,kariox,headset,6,Central,Chicago,Illinois,60623,01-12-2018,01-12-2018,17.904,0.8,-31.332
1736,Consumer,622,Standard Class,kariox,headset,5,Central,Chicago,Illinois,60610,01-12-2018,01-12-2018,8.69,0.8,-14.773
1737,Corporate,298,First Class,kariox,lighting,3,West,Colorado Springs,Colorado,80906,01-12-2018,01-12-2018,27.552,0.2,9.2988
1738,Corporate,297,First Class,kariox,headset,5,West,Colorado Springs,Colorado,80906,01-12-2018,01-12-2018,78.6,0.7,-62.88
1739,Home Office,4504,Standard Class,fynota,colddrinks,7,West,Los Angeles,California,90045,01-12-2018,01-12-2018,173.656,0.2,17.3656
1740,Corporate,296,First Class,qexty,shorts,3,West,Colorado Springs,Colorado,80906,01-12-2018,01-12-2018,218.352,0.2,-24.5646
1741,Corporate,294,First Class,qexty,shorts,8,West,Colorado Springs,Colorado,80906,01-12-2018,01-12-2018,300.416,0.2,78.8592
1742,Home Office,125,Second Class,qexty,tshirts,3,Central,Houston,Texas,77041,01-12-2018,01-12-2018,600.558,0.3,-8.5794
1743,Home Office,4509,Standard Class,qexty,shorts,1,West,Los Angeles,California,90045,01-12-2018,01-12-2018,23.99,0,5.5177
1744,Home Office,4508,Standard Class,kariox,laptop,1,West,Los Angeles,California,90045,01-12-2018,01-12-2018,20.34,0,0.2034
1745,Home Office,4507,Standard Class,fynota,colddrinks,3,West,Los Angeles,California,90045,01-12-2018,01-12-2018,818.376,0.2,51.1485
1746,Home Office,4506,Standard Class,fynota,chocolates,3,West,Los Angeles,California,90045,01-12-2018,01-12-2018,62.85,0,13.1985
1747,Corporate,295,First Class,qexty,tshirts,3,West,Colorado Springs,Colorado,80906,01-12-2018,01-12-2018,230.352,0.2,20.1558
1748,Consumer,6915,Standard Class,kariox,laptop,1,Central,Chicago,Illinois,60623,01-12-2018,01-12-2018,132.16,0.2,9.912
1749,Consumer,3859,Same Day,fynota,chocolates,7,West,Thornton,Colorado,80229,01-12-2018,01-12-2018,447.944,0.2,89.5888
1750,Consumer,6146,Standard Class,kariox,television,4,West,San Jose,California,95123,01-12-2018,01-12-2018,11.76,0,3.1752
1751,Consumer,9522,Standard Class,fynota,colddrinks,3,Central,Chicago,Illinois,60623,01-12-2018,01-12-2018,323.976,0.2,36.4473
1752,Consumer,4816,Standard Class,kariox,phone,3,East,Philadelphia,Pennsylvania,19134,01-12-2018,01-12-2018,18.264,0.2,6.1641
1753,Consumer,9523,Standard Class,kariox,phone,3,Central,Chicago,Illinois,60623,01-12-2018,01-12-2018,15.552,0.2,5.4432
1754,Consumer,9524,Standard Class,kariox,laptop,3,Central,Chicago,Illinois,60623,01-12-2018,01-12-2018,32.592,0.2,-7.7406
1755,Home Office,1155,First Class,kariox,laptop,2,South,Harrisonburg,Virginia,22801,01-12-2018,01-12-2018,122.48,0,0
1756,Home Office,1156,First Class,qexty,hoodies,7,South,Harrisonburg,Virginia,22801,01-12-2018,01-12-2018,2244.48,0,493.7856
1757,Home Office,1157,First Class,kariox,headset,3,South,Harrisonburg,Virginia,22801,01-12-2018,01-12-2018,62.31,0,29.2857
